,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
175,175,Thailand,Doi Tung Development Project,MIXED DT 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,800-1200,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.17,7.5,7.42,7.42,7.58,7.5,10,10,10,7.42,0,82,9.8,0,0,green,0,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
176,176,Costa Rica,San Diego Mill,S019194 - P04178,Dosmil,5-0015-0228,Beneficios Volcafé Costa Rica,1500,Corralillo Tarrazu,San Diego Mill,500,30 kg,Specialty Coffee Association of Costa Rica,2018 / 2019,"March 29th, 2023",Volcafe Japan,Caturra,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.58,7.33,10,10,10,7.5,0,82,10.5,1,2,green,8,"March 28th, 2024",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
177,177,Guatemala,Not Specificated,SA4238,Dry Mill of Exportcafe,#327,Marubeni Corporation,1350-1550,Oriente,"Exportcafe, S.A.",275,69 kg,Japan Coffee Exchange,2021 / 2022,"November 28th, 2022",Ikuto Uehara,,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0,82,11.5,0,1,blue-green,2,"November 28th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
178,178,Indonesia,Wahana Graha Makmur,015/1686/057,PT. Wahana Graha Makmur Medan,,InterAmerican Coffee,1350,Sumatra,PT. Wahana Graha Makmur Group,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,"August 22nd, 2022",Charles Umeano,,Completed,Pulped natural / honey,7.67,7.33,7.25,7.67,7.42,7.25,10,10,10,7.42,0,82,12.5,0,0,bluish-green,0,"August 22nd, 2023",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81
179,179,Peru,Fundo La Libertad,301R,Planta Callao,301R,Itochu Corporation,1600,"Chanchamayo, La Merced",Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"July 11th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.33,7.33,10,10,10,7.42,0,81.92,11.6,0,2,greenish,2,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
180,180,Guatemala,MULTIPLE SMALLHOLDER FARMS,GF-23392,MULTIPLE SMALLHOLDER FARMS,11/15/179,"HARU International Corp, 守成咖啡",1200~1600,Antigua,La Minita,540,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 3rd, 2022",Anderson Wong,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.58,7.42,10,10,10,7.42,0,81.92,10.3,0,0,greenish,1,"November 3rd, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
181,181,Taiwan,阿拉思家,A10-Northern Taiwan Specialty Coffee Evaluation,阿拉思家,,Taiwu Coffee Cooperative,300,桃園市,李秀圓,1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.25,7.42,7.42,7.5,7.42,7.42,10,10,10,7.42,0,81.83,11.3,0,0,green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
182,182,Vietnam,Gaia Farms,221221,Hulling Facility,,Brew Baby Coffee Company,5400,Lam Dong Province,Viet Coffee Company Limited,1,1 kg,Firedancer Coffee Consultants,2022 / 2023,"April 10th, 2023",Rodney Murray,Catimor,Completed,Pulped natural / honey,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.33,0,81.83,11.2,0,0,green,4,"April 9th, 2024",Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -
183,183,Brazil,Sitio Colinas,CQU2023007,COCARIVE,,Coffee Quality Union,1000,Mantiquira de minas,Luis Flavio Pereira de Castro,14,5 kg,Japan Coffee Exchange,2022,"April 7th, 2023",Coffee Quality Union,Yellow Catuai,Completed,Pulped natural / honey,7.5,7.5,7.42,7.33,7.33,7.33,10,10,10,7.42,0,81.83,11.3,0,0,pale yellow,2,"April 6th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
184,184,Brazil,Fazenda Olhos Dagua,1,Owned by producer,,Mr.Brown Cafe,900-1000,Sul de Minas,Paulo Enidio Crabi,325,59 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,Catucai,Completed,Natural / Dry,7.42,7.5,7.58,7.33,7.33,7.25,10,10,10,7.33,0,81.75,11.1,0,0,yellow-green,0,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
185,185,Colombia,More than one,1,Trilladora CCA Buga,,Mr.Brown Cafe,1574,Santander,More than one,275,70 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,Santander,Completed,Washed / Wet,7.33,7.5,7.33,7.42,7.42,7.42,10,10,10,7.33,0,81.75,11.2,0,0,yellow-green,0,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
186,186,Mexico,Finca San José,2,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1200,"Coatepec, Veracruz",José Gerardo Gutierrez Morales,32,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"August 11th, 2022",Alvin La Vaughn Landry,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.25,7.5,7.33,10,10,10,7.33,0,81.67,11.8,2,0,green,2,"August 11th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
187,187,Costa Rica,HACIENDA SAN IGNACIO,OIC 5-019-0037/ Contenedor: DRYU3106597 / Cliente: O COFFEE,Beneficio La Giorgia,,Grupo ECOM,1200,occidente,FJO ORLICH HNO LTDA,100,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,"March 29th, 2023",Ruddy Azofeifa,Caturra,Completed,Washed / Wet,7.33,7.42,7.25,7.42,7.42,7.33,10,10,10,7.42,0,81.58,9.7,0,2,green,4,"March 28th, 2024",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
188,188,Taiwan,橫鹿,A46-Northern Taiwan Specialty Coffee Evaluation,橫鹿,,Taiwu Coffee Cooperative,300,新北市,呂星輝,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.42,7.5,7.33,7.33,7.33,7.33,10,10,10,7.33,0,81.58,9,0,0,yellow-green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
189,189,Taiwan,大屯29莊園,A38-Northern Taiwan Specialty Coffee Evaluation,大屯29莊園,,Taiwu Coffee Cooperative,435,臺北市,侯奕瑋,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.5,7.42,7.33,7.33,7.25,10,10,10,7.33,0,81.5,8.5,0,0,green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
190,190,Thailand,Doi Tung Development Project,JAVA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Java,Completed,Washed / Wet,7.33,7.42,7.25,7.33,7.5,7.42,10,10,10,7.17,0,81.42,11.6,2,0,green,1,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
191,191,Thailand,Doi Lan,"The 2022 Pacific Rim Coffee Summit,TH07",Miramar Coffee,,Taiwan Coffee Laboratory,1400,Chiang Rai,Prakol Saelee,5,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Full Sweet Coffee,Typica Bourbon Caturra Catimor,Completed,Natural / Dry,7.42,7.25,7.33,7.42,7.33,7.33,10,10,10,7.25,0,81.33,10.5,0,0,yellowish,5,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
192,192,Thailand,Doi Tung Development Project,MIXED 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,600-800,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.25,7.25,7.42,7.25,7.42,7.42,10,10,10,7.17,0,81.17,10.4,0,0,green,0,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
193,193,Colombia,Escalera,CQU2022019,Escalera,,Coffee Quality Union,1300-1800,Cauca,Escalera,1,30 kg,Japan Coffee Exchange,2021 / 2022,"December 22nd, 2022",Coffee Quality Union,"Caturra,Colombia,Castillo",Completed,Washed / Wet,7.42,7.25,7.25,7.42,7.17,7.33,10,10,10,7.33,0,81.17,11.4,0,2,greenish,2,"December 22nd, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
194,194,Brazil,Various farm,38,Dry Mill of Cocapil,002/1738/0038,Marubeni Corporation,1200,Alta Mogiana-Ibiraci,Cocapil,440,60 kg,Japan Coffee Exchange,2022 / 2023,"April 17th, 2023",Ikuto Uehara,,Completed,Natural / Dry,7.42,7.42,7.25,7.25,7.17,7.25,10,10,10,7.25,0,81,10.6,0,2,greenish,1,"April 16th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
195,195,El Salvador,"Rosario de Maria II, Area de Loma Alta",0623C01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1400,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Bourbon,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.08,7,10,10,10,7.17,0,80.83,10.5,0,8,bluish-green,7,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
196,196,Nicaragua,EXPORTADORA ATLANTIC S.A,017/053/0603,Lavado,,ISHIMITSU,1100,,Varios Productores,275,69 kg,Japan Coffee Exchange,2021,"July 11th, 2022",丸山花織,Caturra,Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.08,7.25,10,10,10,7.17,0,80.5,11.5,0,1,greenish,3,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
197,197,Nicaragua,Sajonia Estate Coffee S.A.,1,Sajonia Estate Coffee S.A.,017/411,SAJONIA ESTATE COFFEE S.A.,1000,Jinotega,Sajonia Estate Coffee S.A.,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"April 20th, 2023",SAJONIA ESTATE COFFEE S.A.,Sarchimor,Completed,Washed / Wet,7.42,7.17,7,7.08,7.42,7.17,10,10,10,7.17,0,80.42,11.2,0,0,green,5,"April 19th, 2024",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
198,198,Colombia,Finca Mallorca,CQU2023001,Finca Mallorca,,Coffee Quality Union,1600,"Caicedonia,Valle del Cauca",Finca Mallorca,3,10 kg,Japan Coffee Exchange,2022,"March 6th, 2023",Coffee Quality Union,"Castillo,Caturra,Bourbon",Completed,Washed / Wet,7.25,7.25,7.17,7.33,7,7.17,10,10,10,7.25,0,80.42,11,0,3,greenish,3,"March 5th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
199,199,Peru,Fundo La Libertad,PR137,Callao Plant,,Itochu Corporation,1600,"Chanchamayo, Lamerced",Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"June 10th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.25,7.17,7.17,7.17,7.08,10,10,10,7,0,80.33,11.8,0,6,greenish,11,"June 10th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
200,200,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Pacas,Completed,Natural / Dry,7.08,7.25,7.08,7.42,7.42,7.08,10,10,10,7,0,80.33,11.5,0,10,bluish-green,7,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
201,201,Brazil,Various farm,002/1738/0029,Dry mill,002/1738/0029,marubeni,1200,Alta Mogiana-Ibiraci,COCAPIL,440,60 kg,Japan Coffee Exchange,2021 / 2022,"July 20th, 2022",Ikuto Uehara,Catuai and Mundo Novo,Completed,Natural / Dry,7.25,7.17,7.17,7.08,7.17,7.17,10,10,10,7.17,0,80.17,11.6,0,1,greenish,2,"July 20th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
202,202,Brazil,Fazenda Conquista,019/22,Dry Mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Coffees,2240,60 kg,Brazil Specialty Coffee Association,2022 / 2023,"February 2nd, 2023",Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.17,7.17,6.92,7.17,7.42,7.17,10,10,10,7.08,0,80.08,11.4,0,0,green,4,"February 2nd, 2024",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705
203,203,Nicaragua,Finca San Felipe,017-053-0155,Beneficio Atlantic Sébaco,017-053-0155,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,300,30 kg,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"March 3rd, 2023","Exportadora Atlantic, S.A.",SHG,Completed,Natural / Dry,7.33,7.08,6.75,7.17,7.42,7.17,10,10,10,7.08,0,80,10.4,0,2,green,12,"March 2nd, 2024",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
204,204,Laos,-,105/3/VL7285-005,DRY MILL,105/3/VL7285-005,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",343,60 kg,Japan Coffee Exchange,2021 / 2022,"November 11th, 2022",Ikuto Uehara,Catimor,Completed,Washed / Wet,7.25,7.17,7.08,7,7.08,7.08,10,10,10,7,0,79.67,11.6,0,9,green,11,"November 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
205,205,El Salvador,"Rosario de Maria II, Area de La Pila",0423A01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1200,"Volcan de San Vicente, La Paz, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Maragogype,Completed,Natural / Dry,6.5,6.75,6.75,7.17,7.08,7,10,10,10,6.83,0,78.08,11,0,12,bluish-green,13,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
206,206,Brazil,Walter Matter,1058 y 1059,Beneficio humedo/seco,002/1208/1016,Descafeinadores Mexicano SA. de CV,850-1100,Minas Gerais,Walter Matter,600,60 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"November 18th, 2022",Descafeinadores Mexicanos S.A de C.V,Mundo Novo,Completed,SEMI-LAVADO,7.25,7.08,6.67,6.83,6.83,6.67,10,10,10,6.67,0,78,11.3,0,0,green,1,"November 18th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
